dataset_id,geo_id,year,variable,value
1,US17151,2016,County-level Real GDP,63232
1,US17151,2017,County-level Real GDP,65378
1,US17151,2018,County-level Real GDP,62236
1,US17151,2019,County-level Real GDP,63504
1,US17151,2017,GDP Percent change from preceding period,3.4
1,US17151,2018,GDP Percent change from preceding period,-4.8
1,US17151,2019,GDP Percent change from preceding period,2
1,US17153,2016,County-level Real GDP,250258
1,US17153,2017,County-level Real GDP,221245
1,US17153,2018,County-level Real GDP,203058
1,US17153,2019,County-level Real GDP,199669
1,US17153,2017,GDP Percent change from preceding period,-11.6
1,US17153,2018,GDP Percent change from preceding period,-8.2
1,US17153,2019,GDP Percent change from preceding period,-1.7
1,US17155,2016,County-level Real GDP,334529
1,US17155,2017,County-level Real GDP,325793
1,US17155,2018,County-level Real GDP,376508
1,US17155,2019,County-level Real GDP,361799
1,US17155,2017,GDP Percent change from preceding period,-2.6
1,US17155,2018,GDP Percent change from preceding period,15.6
1,US17155,2019,GDP Percent change from preceding period,-3.9
1,US17157,2016,County-level Real GDP,1523888
1,US17157,2017,County-level Real GDP,1458533
1,US17157,2018,County-level Real GDP,1433681
1,US17157,2019,County-level Real GDP,1434433
1,US17157,2017,GDP Percent change from preceding period,-4.3
1,US17157,2018,GDP Percent change from preceding period,-1.7
1,US17157,2019,GDP Percent change from preceding period,0.1
1,US17159,2016,County-level Real GDP,575777
1,US17159,2017,County-level Real GDP,606893
1,US17159,2018,County-level Real GDP,616305
1,US17159,2019,County-level Real GDP,617567
1,US17159,2017,GDP Percent change from preceding period,5.4
1,US17159,2018,GDP Percent change from preceding period,1.6
1,US17159,2019,GDP Percent change from preceding period,0.2
1,US17161,2016,County-level Real GDP,9339109
1,US17161,2017,County-level Real GDP,9471278
1,US17161,2018,County-level Real GDP,9465023
1,US17161,2019,County-level Real GDP,9689097
1,US17161,2017,GDP Percent change from preceding period,1.4
1,US17161,2018,GDP Percent change from preceding period,-0.1
1,US17161,2019,GDP Percent change from preceding period,2.4
1,US17163,2016,County-level Real GDP,10625117
1,US17163,2017,County-level Real GDP,10857550
1,US17163,2018,County-level Real GDP,10875562
1,US17163,2019,County-level Real GDP,11136578
1,US17163,2017,GDP Percent change from preceding period,2.2
1,US17163,2018,GDP Percent change from preceding period,0.2
1,US17163,2019,GDP Percent change from preceding period,2.4
1,US17165,2016,County-level Real GDP,856904
1,US17165,2017,County-level Real GDP,872730
1,US17165,2018,County-level Real GDP,839606
1,US17165,2019,County-level Real GDP,858027
1,US17165,2017,GDP Percent change from preceding period,1.8
1,US17165,2018,GDP Percent change from preceding period,-3.8
1,US17165,2019,GDP Percent change from preceding period,2.2
1,US17167,2016,County-level Real GDP,10082049
1,US17167,2017,County-level Real GDP,10212177
1,US17167,2018,County-level Real GDP,10611598
1,US17167,2019,County-level Real GDP,10702860
1,US17167,2017,GDP Percent change from preceding period,1.3
1,US17167,2018,GDP Percent change from preceding period,3.9
1,US17167,2019,GDP Percent change from preceding period,0.9
1,US17169,2016,County-level Real GDP,276048
1,US17169,2017,County-level Real GDP,251710
1,US17169,2018,County-level Real GDP,254356
1,US17169,2019,County-level Real GDP,263666
1,US17169,2017,GDP Percent change from preceding period,-8.8
1,US17169,2018,GDP Percent change from preceding period,1.1
1,US17169,2019,GDP Percent change from preceding period,3.7
1,US17171,2016,County-level Real GDP,164989
1,US17171,2017,County-level Real GDP,157628
1,US17171,2018,County-level Real GDP,170189
1,US17171,2019,County-level Real GDP,164274
1,US17171,2017,GDP Percent change from preceding period,-4.5
1,US17171,2018,GDP Percent change from preceding period,8
1,US17171,2019,GDP Percent change from preceding period,-3.5
1,US17173,2016,County-level Real GDP,717532
1,US17173,2017,County-level Real GDP,738459
1,US17173,2018,County-level Real GDP,784690
1,US17173,2019,County-level Real GDP,809421
1,US17173,2017,GDP Percent change from preceding period,2.9
1,US17173,2018,GDP Percent change from preceding period,6.3
1,US17173,2019,GDP Percent change from preceding period,3.2
1,US17175,2016,County-level Real GDP,214617
1,US17175,2017,County-level Real GDP,216036
1,US17175,2018,County-level Real GDP,220612
1,US17175,2019,County-level Real GDP,207505
1,US17175,2017,GDP Percent change from preceding period,0.7
1,US17175,2018,GDP Percent change from preceding period,2.1
1,US17175,2019,GDP Percent change from preceding period,-5.9
1,US17177,2016,County-level Real GDP,1871381
1,US17177,2017,County-level Real GDP,1804631
1,US17177,2018,County-level Real GDP,1732465
1,US17177,2019,County-level Real GDP,1755957
1,US17177,2017,GDP Percent change from preceding period,-3.6
1,US17177,2018,GDP Percent change from preceding period,-4
1,US17177,2019,GDP Percent change from preceding period,1.4
1,US17179,2016,County-level Real GDP,7366346
1,US17179,2017,County-level Real GDP,6103718
1,US17179,2018,County-level Real GDP,5818662
1,US17179,2019,County-level Real GDP,5549702
1,US17179,2017,GDP Percent change from preceding period,-17.1
1,US17179,2018,GDP Percent change from preceding period,-4.7
1,US17179,2019,GDP Percent change from preceding period,-4.6
1,US17181,2016,County-level Real GDP,487698
1,US17181,2017,County-level Real GDP,390426
1,US17181,2018,County-level Real GDP,400028
1,US17181,2019,County-level Real GDP,413050
1,US17181,2017,GDP Percent change from preceding period,-19.9
1,US17181,2018,GDP Percent change from preceding period,2.5
1,US17181,2019,GDP Percent change from preceding period,3.3
1,US17183,2016,County-level Real GDP,3157389
1,US17183,2017,County-level Real GDP,3123501
1,US17183,2018,County-level Real GDP,3147084
1,US17183,2019,County-level Real GDP,3202651
1,US17183,2017,GDP Percent change from preceding period,-1.1
1,US17183,2018,GDP Percent change from preceding period,0.8
1,US17183,2019,GDP Percent change from preceding period,1.8
1,US17185,2016,County-level Real GDP,357454
1,US17185,2017,County-level Real GDP,341943
1,US17185,2018,County-level Real GDP,358324
1,US17185,2019,County-level Real GDP,362876
1,US17185,2017,GDP Percent change from preceding period,-4.3
1,US17185,2018,GDP Percent change from preceding period,4.8
1,US17185,2019,GDP Percent change from preceding period,1.3
1,US17187,2016,County-level Real GDP,778702
1,US17187,2017,County-level Real GDP,814652
1,US17187,2018,County-level Real GDP,839484
1,US17187,2019,County-level Real GDP,819600
1,US17187,2017,GDP Percent change from preceding period,4.6
1,US17187,2018,GDP Percent change from preceding period,3
1,US17187,2019,GDP Percent change from preceding period,-2.4
1,US17189,2016,County-level Real GDP,799498
1,US17189,2017,County-level Real GDP,819221
1,US17189,2018,County-level Real GDP,914667
1,US17189,2019,County-level Real GDP,888830
1,US17189,2017,GDP Percent change from preceding period,2.5
1,US17189,2018,GDP Percent change from preceding period,11.7
1,US17189,2019,GDP Percent change from preceding period,-2.8
1,US17191,2016,County-level Real GDP,414860
1,US17191,2017,County-level Real GDP,436216
1,US17191,2018,County-level Real GDP,451675
1,US17191,2019,County-level Real GDP,480779
1,US17191,2017,GDP Percent change from preceding period,5.1
1,US17191,2018,GDP Percent change from preceding period,3.5
1,US17191,2019,GDP Percent change from preceding period,6.4
1,US17193,2016,County-level Real GDP,562438
1,US17193,2017,County-level Real GDP,572042
1,US17193,2018,County-level Real GDP,565167
1,US17193,2019,County-level Real GDP,591775
1,US17193,2017,GDP Percent change from preceding period,1.7
1,US17193,2018,GDP Percent change from preceding period,-1.2
1,US17193,2019,GDP Percent change from preceding period,4.7
1,US17195,2016,County-level Real GDP,2005615
1,US17195,2017,County-level Real GDP,2026421
1,US17195,2018,County-level Real GDP,2071462
1,US17195,2019,County-level Real GDP,2120737
1,US17195,2017,GDP Percent change from preceding period,1
1,US17195,2018,GDP Percent change from preceding period,2.2
1,US17195,2019,GDP Percent change from preceding period,2.4
1,US17197,2016,County-level Real GDP,29400335
1,US17197,2017,County-level Real GDP,29182794
1,US17197,2018,County-level Real GDP,29740508
1,US17197,2019,County-level Real GDP,30143384
1,US17197,2017,GDP Percent change from preceding period,-0.7
1,US17197,2018,GDP Percent change from preceding period,1.9
1,US17197,2019,GDP Percent change from preceding period,1.4
1,US17199,2016,County-level Real GDP,2636488
1,US17199,2017,County-level Real GDP,2709939
1,US17199,2018,County-level Real GDP,2767424
1,US17199,2019,County-level Real GDP,2776828
1,US17199,2017,GDP Percent change from preceding period,2.8
1,US17199,2018,GDP Percent change from preceding period,2.1
1,US17199,2019,GDP Percent change from preceding period,0.3
1,US17201,2016,County-level Real GDP,12644285
1,US17201,2017,County-level Real GDP,12940485
1,US17201,2018,County-level Real GDP,13191451
1,US17201,2019,County-level Real GDP,13156636
1,US17201,2017,GDP Percent change from preceding period,2.3
1,US17201,2018,GDP Percent change from preceding period,1.9
1,US17201,2019,GDP Percent change from preceding period,-0.3
1,US17203,2016,County-level Real GDP,1129376
1,US17203,2017,County-level Real GDP,1107348
1,US17203,2018,County-level Real GDP,1100379
1,US17203,2019,County-level Real GDP,1099003
1,US17203,2017,GDP Percent change from preceding period,-2
1,US17203,2018,GDP Percent change from preceding period,-0.6
1,US17203,2019,GDP Percent change from preceding period,-0.1
1,US18001,2016,County-level Real GDP,1506160
1,US18001,2017,County-level Real GDP,1638128
1,US18001,2018,County-level Real GDP,1677603
1,US18001,2019,County-level Real GDP,1685187
1,US18001,2017,GDP Percent change from preceding period,8.8
1,US18001,2018,GDP Percent change from preceding period,2.4
1,US18001,2019,GDP Percent change from preceding period,0.5
1,US18003,2016,County-level Real GDP,18393815
1,US18003,2017,County-level Real GDP,18947955
1,US18003,2018,County-level Real GDP,19597062
1,US18003,2019,County-level Real GDP,20063027
1,US18003,2017,GDP Percent change from preceding period,3
1,US18003,2018,GDP Percent change from preceding period,3.4
1,US18003,2019,GDP Percent change from preceding period,2.4
1,US18005,2016,County-level Real GDP,5636580
1,US18005,2017,County-level Real GDP,5756521
1,US18005,2018,County-level Real GDP,6078107
1,US18005,2019,County-level Real GDP,6045053
1,US18005,2017,GDP Percent change from preceding period,2.1
1,US18005,2018,GDP Percent change from preceding period,5.6
1,US18005,2019,GDP Percent change from preceding period,-0.5
1,US18007,2016,County-level Real GDP,449112
1,US18007,2017,County-level Real GDP,420048
1,US18007,2018,County-level Real GDP,415608
1,US18007,2019,County-level Real GDP,461815
1,US18007,2017,GDP Percent change from preceding period,-6.5
1,US18007,2018,GDP Percent change from preceding period,-1.1
1,US18007,2019,GDP Percent change from preceding period,11.1
1,US18009,2016,County-level Real GDP,292211
1,US18009,2017,County-level Real GDP,300758
1,US18009,2018,County-level Real GDP,312340
1,US18009,2019,County-level Real GDP,301776
1,US18009,2017,GDP Percent change from preceding period,2.9
1,US18009,2018,GDP Percent change from preceding period,3.9
1,US18009,2019,GDP Percent change from preceding period,-3.4
1,US18011,2016,County-level Real GDP,2697300
1,US18011,2017,County-level Real GDP,2803664
1,US18011,2018,County-level Real GDP,2935747
1,US18011,2019,County-level Real GDP,3061062
1,US18011,2017,GDP Percent change from preceding period,3.9
1,US18011,2018,GDP Percent change from preceding period,4.7
1,US18011,2019,GDP Percent change from preceding period,4.3
1,US18013,2016,County-level Real GDP,237405
1,US18013,2017,County-level Real GDP,238728
1,US18013,2018,County-level Real GDP,245818
1,US18013,2019,County-level Real GDP,254107
1,US18013,2017,GDP Percent change from preceding period,0.6
1,US18013,2018,GDP Percent change from preceding period,3
1,US18013,2019,GDP Percent change from preceding period,3.4
1,US18015,2016,County-level Real GDP,563617
1,US18015,2017,County-level Real GDP,617781
1,US18015,2018,County-level Real GDP,651927
1,US18015,2019,County-level Real GDP,657963
1,US18015,2017,GDP Percent change from preceding period,9.6
1,US18015,2018,GDP Percent change from preceding period,5.5
1,US18015,2019,GDP Percent change from preceding period,0.9
1,US18017,2016,County-level Real GDP,1264270
1,US18017,2017,County-level Real GDP,1271266
1,US18017,2018,County-level Real GDP,1292172
1,US18017,2019,County-level Real GDP,1300004
1,US18017,2017,GDP Percent change from preceding period,0.6
1,US18017,2018,GDP Percent change from preceding period,1.6
1,US18017,2019,GDP Percent change from preceding period,0.6
1,US18019,2016,County-level Real GDP,4581451
1,US18019,2017,County-level Real GDP,4685083
1,US18019,2018,County-level Real GDP,4760709
1,US18019,2019,County-level Real GDP,4861806
1,US18019,2017,GDP Percent change from preceding period,2.3
1,US18019,2018,GDP Percent change from preceding period,1.6
1,US18019,2019,GDP Percent change from preceding period,2.1
1,US18021,2016,County-level Real GDP,687894
1,US18021,2017,County-level Real GDP,716668
1,US18021,2018,County-level Real GDP,718529
1,US18021,2019,County-level Real GDP,735260
1,US18021,2017,GDP Percent change from preceding period,4.2
1,US18021,2018,GDP Percent change from preceding period,0.3
1,US18021,2019,GDP Percent change from preceding period,2.3
1,US18023,2016,County-level Real GDP,1367081
1,US18023,2017,County-level Real GDP,1438532
1,US18023,2018,County-level Real GDP,1464579
1,US18023,2019,County-level Real GDP,1466509
1,US18023,2017,GDP Percent change from preceding period,5.2
1,US18023,2018,GDP Percent change from preceding period,1.8
1,US18023,2019,GDP Percent change from preceding period,0.1
1,US18025,2016,County-level Real GDP,173326
1,US18025,2017,County-level Real GDP,169097
1,US18025,2018,County-level Real GDP,172586
1,US18025,2019,County-level Real GDP,171390
1,US18025,2017,GDP Percent change from preceding period,-2.4
1,US18025,2018,GDP Percent change from preceding period,2.1
1,US18025,2019,GDP Percent change from preceding period,-0.7
1,US18027,2016,County-level Real GDP,1132166
1,US18027,2017,County-level Real GDP,1206703
1,US18027,2018,County-level Real GDP,1266954
1,US18027,2019,County-level Real GDP,1241003
1,US18027,2017,GDP Percent change from preceding period,6.6
1,US18027,2018,GDP Percent change from preceding period,5
1,US18027,2019,GDP Percent change from preceding period,-2
1,US18029,2016,County-level Real GDP,1573703
1,US18029,2017,County-level Real GDP,1583123
1,US18029,2018,County-level Real GDP,1580473
1,US18029,2019,County-level Real GDP,1692682
1,US18029,2017,GDP Percent change from preceding period,0.6
1,US18029,2018,GDP Percent change from preceding period,-0.2
1,US18029,2019,GDP Percent change from preceding period,7.1
1,US18031,2016,County-level Real GDP,1267125
1,US18031,2017,County-level Real GDP,1427300
1,US18031,2018,County-level Real GDP,1491106
1,US18031,2019,County-level Real GDP,1527252
1,US18031,2017,GDP Percent change from preceding period,12.6
1,US18031,2018,GDP Percent change from preceding period,4.5
1,US18031,2019,GDP Percent change from preceding period,2.4
1,US18033,2016,County-level Real GDP,2344487
1,US18033,2017,County-level Real GDP,2339192
1,US18033,2018,County-level Real GDP,2409197
1,US18033,2019,County-level Real GDP,2444566
1,US18033,2017,GDP Percent change from preceding period,-0.2
1,US18033,2018,GDP Percent change from preceding period,3
1,US18033,2019,GDP Percent change from preceding period,1.5
1,US18035,2016,County-level Real GDP,3609909
1,US18035,2017,County-level Real GDP,3673798
1,US18035,2018,County-level Real GDP,3683385
1,US18035,2019,County-level Real GDP,3759995
1,US18035,2017,GDP Percent change from preceding period,1.8
1,US18035,2018,GDP Percent change from preceding period,0.3
1,US18035,2019,GDP Percent change from preceding period,2.1
1,US18037,2016,County-level Real GDP,2514477
1,US18037,2017,County-level Real GDP,2511385
1,US18037,2018,County-level Real GDP,2593026
1,US18037,2019,County-level Real GDP,2527822
1,US18037,2017,GDP Percent change from preceding period,-0.1
1,US18037,2018,GDP Percent change from preceding period,3.3
1,US18037,2019,GDP Percent change from preceding period,-2.5
1,US18039,2016,County-level Real GDP,13239009
1,US18039,2017,County-level Real GDP,14725690
1,US18039,2018,County-level Real GDP,14834828
1,US18039,2019,County-level Real GDP,14500980
1,US18039,2017,GDP Percent change from preceding period,11.2
1,US18039,2018,GDP Percent change from preceding period,0.7
1,US18039,2019,GDP Percent change from preceding period,-2.3
1,US18041,2016,County-level Real GDP,538788
1,US18041,2017,County-level Real GDP,543860
1,US18041,2018,County-level Real GDP,556486
1,US18041,2019,County-level Real GDP,560184
1,US18041,2017,GDP Percent change from preceding period,0.9
1,US18041,2018,GDP Percent change from preceding period,2.3
1,US18041,2019,GDP Percent change from preceding period,0.7
1,US18043,2016,County-level Real GDP,2609183
1,US18043,2017,County-level Real GDP,2613747
1,US18043,2018,County-level Real GDP,2676259
1,US18043,2019,County-level Real GDP,2711632
1,US18043,2017,GDP Percent change from preceding period,0.2
1,US18043,2018,GDP Percent change from preceding period,2.4
1,US18043,2019,GDP Percent change from preceding period,1.3
1,US18045,2016,County-level Real GDP,472866
1,US18045,2017,County-level Real GDP,439203
1,US18045,2018,County-level Real GDP,463379
1,US18045,2019,County-level Real GDP,474171
1,US18045,2017,GDP Percent change from preceding period,-7.1
1,US18045,2018,GDP Percent change from preceding period,5.5
1,US18045,2019,GDP Percent change from preceding period,2.3
1,US18047,2016,County-level Real GDP,507234
1,US18047,2017,County-level Real GDP,521939
1,US18047,2018,County-level Real GDP,521162
1,US18047,2019,County-level Real GDP,547209
1,US18047,2017,GDP Percent change from preceding period,2.9
1,US18047,2018,GDP Percent change from preceding period,-0.1
1,US18047,2019,GDP Percent change from preceding period,5
1,US18049,2016,County-level Real GDP,596924
1,US18049,2017,County-level Real GDP,626889
1,US18049,2018,County-level Real GDP,652676
1,US18049,2019,County-level Real GDP,659158
1,US18049,2017,GDP Percent change from preceding period,5
1,US18049,2018,GDP Percent change from preceding period,4.1
1,US18049,2019,GDP Percent change from preceding period,1
1,US18051,2016,County-level Real GDP,3006762
1,US18051,2017,County-level Real GDP,3439408
1,US18051,2018,County-level Real GDP,3422650
1,US18051,2019,County-level Real GDP,3343492
1,US18051,2017,GDP Percent change from preceding period,14.4
1,US18051,2018,GDP Percent change from preceding period,-0.5
1,US18051,2019,GDP Percent change from preceding period,-2.3
1,US18053,2016,County-level Real GDP,2893355
1,US18053,2017,County-level Real GDP,2153453
1,US18053,2018,County-level Real GDP,2223803
1,US18053,2019,County-level Real GDP,2248065
1,US18053,2017,GDP Percent change from preceding period,-25.6
1,US18053,2018,GDP Percent change from preceding period,3.3
1,US18053,2019,GDP Percent change from preceding period,1.1
1,US18055,2016,County-level Real GDP,594786
1,US18055,2017,County-level Real GDP,609200
1,US18055,2018,County-level Real GDP,621405
1,US18055,2019,County-level Real GDP,643020
1,US18055,2017,GDP Percent change from preceding period,2.4
1,US18055,2018,GDP Percent change from preceding period,2
1,US18055,2019,GDP Percent change from preceding period,3.5
1,US18057,2016,County-level Real GDP,15712178
1,US18057,2017,County-level Real GDP,16249520
1,US18057,2018,County-level Real GDP,16878985
1,US18057,2019,County-level Real GDP,17132223
1,US18057,2017,GDP Percent change from preceding period,3.4
1,US18057,2018,GDP Percent change from preceding period,3.9
1,US18057,2019,GDP Percent change from preceding period,1.5
1,US18059,2016,County-level Real GDP,2093161
1,US18059,2017,County-level Real GDP,2436008
1,US18059,2018,County-level Real GDP,2566644
1,US18059,2019,County-level Real GDP,2753013
1,US18059,2017,GDP Percent change from preceding period,16.4
1,US18059,2018,GDP Percent change from preceding period,5.4
1,US18059,2019,GDP Percent change from preceding period,7.3
1,US18061,2016,County-level Real GDP,915373
1,US18061,2017,County-level Real GDP,964743
1,US18061,2018,County-level Real GDP,992674
1,US18061,2019,County-level Real GDP,1000154
1,US18061,2017,GDP Percent change from preceding period,5.4
1,US18061,2018,GDP Percent change from preceding period,2.9
1,US18061,2019,GDP Percent change from preceding period,0.8
1,US18063,2016,County-level Real GDP,5194928
1,US18063,2017,County-level Real GDP,5578885
1,US18063,2018,County-level Real GDP,5840476
1,US18063,2019,County-level Real GDP,5979898
1,US18063,2017,GDP Percent change from preceding period,7.4
1,US18063,2018,GDP Percent change from preceding period,4.7
1,US18063,2019,GDP Percent change from preceding period,2.4
1,US18065,2016,County-level Real GDP,1077841
1,US18065,2017,County-level Real GDP,1193697
1,US18065,2018,County-level Real GDP,1238803
1,US18065,2019,County-level Real GDP,1251201
1,US18065,2017,GDP Percent change from preceding period,10.7
1,US18065,2018,GDP Percent change from preceding period,3.8
1,US18065,2019,GDP Percent change from preceding period,1
1,US18067,2016,County-level Real GDP,3908923
1,US18067,2017,County-level Real GDP,3801652
1,US18067,2018,County-level Real GDP,3869901
1,US18067,2019,County-level Real GDP,3954647
1,US18067,2017,GDP Percent change from preceding period,-2.7
1,US18067,2018,GDP Percent change from preceding period,1.8
1,US18067,2019,GDP Percent change from preceding period,2.2
1,US18069,2016,County-level Real GDP,1329645
1,US18069,2017,County-level Real GDP,1351767
1,US18069,2018,County-level Real GDP,1377833
1,US18069,2019,County-level Real GDP,1378556
1,US18069,2017,GDP Percent change from preceding period,1.7
1,US18069,2018,GDP Percent change from preceding period,1.9
1,US18069,2019,GDP Percent change from preceding period,0.1
1,US18071,2016,County-level Real GDP,2048523
1,US18071,2017,County-level Real GDP,2098639
1,US18071,2018,County-level Real GDP,2172078
1,US18071,2019,County-level Real GDP,2262448
1,US18071,2017,GDP Percent change from preceding period,2.4
1,US18071,2018,GDP Percent change from preceding period,3.5
1,US18071,2019,GDP Percent change from preceding period,4.2
1,US18073,2016,County-level Real GDP,1392103
1,US18073,2017,County-level Real GDP,1440820
1,US18073,2018,County-level Real GDP,1462266
1,US18073,2019,County-level Real GDP,1459915
1,US18073,2017,GDP Percent change from preceding period,3.5
1,US18073,2018,GDP Percent change from preceding period,1.5
1,US18073,2019,GDP Percent change from preceding period,-0.2
1,US18075,2016,County-level Real GDP,882058
1,US18075,2017,County-level Real GDP,961913
1,US18075,2018,County-level Real GDP,1010024
1,US18075,2019,County-level Real GDP,952596
1,US18075,2017,GDP Percent change from preceding period,9.1
1,US18075,2018,GDP Percent change from preceding period,5
1,US18075,2019,GDP Percent change from preceding period,-5.7
1,US18077,2016,County-level Real GDP,1316493
1,US18077,2017,County-level Real GDP,1353068
1,US18077,2018,County-level Real GDP,1363604
1,US18077,2019,County-level Real GDP,1400089
1,US18077,2017,GDP Percent change from preceding period,2.8
1,US18077,2018,GDP Percent change from preceding period,0.8
1,US18077,2019,GDP Percent change from preceding period,2.7
1,US18079,2016,County-level Real GDP,631736
1,US18079,2017,County-level Real GDP,655721
1,US18079,2018,County-level Real GDP,670018
1,US18079,2019,County-level Real GDP,706193
1,US18079,2017,GDP Percent change from preceding period,3.8
1,US18079,2018,GDP Percent change from preceding period,2.2
1,US18079,2019,GDP Percent change from preceding period,5.4
1,US18081,2016,County-level Real GDP,4584974
1,US18081,2017,County-level Real GDP,4470479
1,US18081,2018,County-level Real GDP,4766186
1,US18081,2019,County-level Real GDP,4866188
1,US18081,2017,GDP Percent change from preceding period,-2.5
1,US18081,2018,GDP Percent change from preceding period,6.6
1,US18081,2019,GDP Percent change from preceding period,2.1
1,US18083,2016,County-level Real GDP,1797950
1,US18083,2017,County-level Real GDP,1836909
1,US18083,2018,County-level Real GDP,1832791
1,US18083,2019,County-level Real GDP,1833730
1,US18083,2017,GDP Percent change from preceding period,2.2
1,US18083,2018,GDP Percent change from preceding period,-0.2
1,US18083,2019,GDP Percent change from preceding period,0.1
1,US18085,2016,County-level Real GDP,4446374
1,US18085,2017,County-level Real GDP,4527434
1,US18085,2018,County-level Real GDP,4717878
1,US18085,2019,County-level Real GDP,4686316
1,US18085,2017,GDP Percent change from preceding period,1.8
1,US18085,2018,GDP Percent change from preceding period,4.2
1,US18085,2019,GDP Percent change from preceding period,-0.7
1,US18087,2016,County-level Real GDP,1564108
1,US18087,2017,County-level Real GDP,1771577
1,US18087,2018,County-level Real GDP,1858438
1,US18087,2019,County-level Real GDP,1824967
1,US18087,2017,GDP Percent change from preceding period,13.3
1,US18087,2018,GDP Percent change from preceding period,4.9
1,US18087,2019,GDP Percent change from preceding period,-1.8
1,US18089,2016,County-level Real GDP,24068789
1,US18089,2017,County-level Real GDP,23755821
1,US18089,2018,County-level Real GDP,24056339
1,US18089,2019,County-level Real GDP,24435380
1,US18089,2017,GDP Percent change from preceding period,-1.3
1,US18089,2018,GDP Percent change from preceding period,1.3
1,US18089,2019,GDP Percent change from preceding period,1.6
1,US18091,2016,County-level Real GDP,3830372
1,US18091,2017,County-level Real GDP,3833253
1,US18091,2018,County-level Real GDP,3864949
1,US18091,2019,County-level Real GDP,3893649
1,US18091,2017,GDP Percent change from preceding period,0.1
1,US18091,2018,GDP Percent change from preceding period,0.8
1,US18091,2019,GDP Percent change from preceding period,0.7
1,US18093,2016,County-level Real GDP,1257016
1,US18093,2017,County-level Real GDP,1240834
1,US18093,2018,County-level Real GDP,1273784
1,US18093,2019,County-level Real GDP,1323599
1,US18093,2017,GDP Percent change from preceding period,-1.3
1,US18093,2018,GDP Percent change from preceding period,2.7
1,US18093,2019,GDP Percent change from preceding period,3.9
1,US18095,2016,County-level Real GDP,3355077
1,US18095,2017,County-level Real GDP,3394748
1,US18095,2018,County-level Real GDP,3476568
1,US18095,2019,County-level Real GDP,3508789
1,US18095,2017,GDP Percent change from preceding period,1.2
1,US18095,2018,GDP Percent change from preceding period,2.4
1,US18095,2019,GDP Percent change from preceding period,0.9
1,US18097,2016,County-level Real GDP,79582589
1,US18097,2017,County-level Real GDP,79757367
1,US18097,2018,County-level Real GDP,82449957
1,US18097,2019,County-level Real GDP,84088746
1,US18097,2017,GDP Percent change from preceding period,0.2
1,US18097,2018,GDP Percent change from preceding period,3.4
1,US18097,2019,GDP Percent change from preceding period,2
1,US18099,2016,County-level Real GDP,1515924
1,US18099,2017,County-level Real GDP,1517643
1,US18099,2018,County-level Real GDP,1537379
1,US18099,2019,County-level Real GDP,1550355
1,US18099,2017,GDP Percent change from preceding period,0.1
1,US18099,2018,GDP Percent change from preceding period,1.3
1,US18099,2019,GDP Percent change from preceding period,0.8
1,US18101,2016,County-level Real GDP,888920
1,US18101,2017,County-level Real GDP,936052
1,US18101,2018,County-level Real GDP,967417
1,US18101,2019,County-level Real GDP,1019304
1,US18101,2017,GDP Percent change from preceding period,5.3
1,US18101,2018,GDP Percent change from preceding period,3.4
1,US18101,2019,GDP Percent change from preceding period,5.4
1,US18103,2016,County-level Real GDP,887256
1,US18103,2017,County-level Real GDP,942479
1,US18103,2018,County-level Real GDP,940623
1,US18103,2019,County-level Real GDP,940226
1,US18103,2017,GDP Percent change from preceding period,6.2
1,US18103,2018,GDP Percent change from preceding period,-0.2
1,US18103,2019,GDP Percent change from preceding period,0
1,US18105,2016,County-level Real GDP,5745710
1,US18105,2017,County-level Real GDP,5980764
1,US18105,2018,County-level Real GDP,6153115
1,US18105,2019,County-level Real GDP,6157213
1,US18105,2017,GDP Percent change from preceding period,4.1
1,US18105,2018,GDP Percent change from preceding period,2.9
1,US18105,2019,GDP Percent change from preceding period,0.1
1,US18107,2016,County-level Real GDP,1588062
1,US18107,2017,County-level Real GDP,1563749
1,US18107,2018,County-level Real GDP,1588616
1,US18107,2019,County-level Real GDP,1594289
1,US18107,2017,GDP Percent change from preceding period,-1.5
1,US18107,2018,GDP Percent change from preceding period,1.6
1,US18107,2019,GDP Percent change from preceding period,0.4
1,US18109,2016,County-level Real GDP,1382789
1,US18109,2017,County-level Real GDP,1415823
1,US18109,2018,County-level Real GDP,1482014
1,US18109,2019,County-level Real GDP,1617605
1,US18109,2017,GDP Percent change from preceding period,2.4
1,US18109,2018,GDP Percent change from preceding period,4.7
1,US18109,2019,GDP Percent change from preceding period,9.1
1,US18111,2016,County-level Real GDP,330582
1,US18111,2017,County-level Real GDP,316910
1,US18111,2018,County-level Real GDP,340883
1,US18111,2019,County-level Real GDP,341366
1,US18111,2017,GDP Percent change from preceding period,-4.1
1,US18111,2018,GDP Percent change from preceding period,7.6
1,US18111,2019,GDP Percent change from preceding period,0.1
1,US18113,2016,County-level Real GDP,1740277
1,US18113,2017,County-level Real GDP,1678580
1,US18113,2018,County-level Real GDP,1739997
1,US18113,2019,County-level Real GDP,1747811
1,US18113,2017,GDP Percent change from preceding period,-3.5
1,US18113,2018,GDP Percent change from preceding period,3.7
1,US18113,2019,GDP Percent change from preceding period,0.4
1,US18115,2016,County-level Real GDP,106266
1,US18115,2017,County-level Real GDP,115701
1,US18115,2018,County-level Real GDP,108330
1,US18115,2019,County-level Real GDP,108080
1,US18115,2017,GDP Percent change from preceding period,8.9
1,US18115,2018,GDP Percent change from preceding period,-6.4
